APAC,Nepal,FME Alternative,No,FME alternative,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Partial,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,currently not available,No,No,No,No,Partial,No
EMEA WEST,Netherlands,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Partial,7connect assessment,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,No
APAC,New Zealand,FME Alternative,Yes,FME alternative,FME alternative,Yes,No,Yes,No,FME alternative (Smartbag),No,No,No,No,No,No,Yes,Yes,Partial,Introduce bloodline & digital solution,,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,"Introduce 3P for Acid, aquaB, bloodline, needlesTG"
LATAM,Nicaragua,FME Alternative,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Partial,No,,Yes,Yes,FME Alternative,Yes,No,No,Yes,No,No,No,No,No,currently not available,Yes,Yes,No,No,Partial,No
EMEA EAST,Niger,Yes,Yes,FME alternative,yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,No,No,Partial,No
EMEA EAST,Nigeria,FME Alternative,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,Yes,Yes,Partial,No
EMEA EAST,North Macedonia,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,No,Yes,Partial,No
EMEA WEST,Northern Ireland,FME Alternative,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Partial,No,,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,No
EMEA WEST,Norway,No,Yes,FME alternative,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Partial,No,,no,Yes,Yes,no,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,No,No,Partial,No
EMEA EAST,Oman,Yes,Yes,No,yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Partial,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,No,Yes,Partial,CorAL assessment
APAC,Pakistan,FME Alternative,Yes,Yes,FME alternative,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Partial,"Introduce 3P for Acid, introduce Turkey RO",,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,currently not available,No,Yes,Yes,Yes,Partial,"Introduce CDS, digital"
EMEA EAST,Palestine,Yes,Yes,FME alternative,yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Partial,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,currently not available,No,Yes,No,Yes,Partial,No
LATAM,Panama,FME Alternative,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,No,Yes,Yes,No,No,No,No,No,currently not available,Yes,Yes,No,Yes,Partial,No
LATAM,Paraguay,FME Alternative,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Partial,No,,Yes,Yes,FME Alternative,Yes,No,No,Yes,No,No,No,No,No,currently not available,Yes,Yes,No,No,Partial,No
LATAM,Peru,FME Alternative,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,Yes,Yes,Yes,No,No,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,No
APAC,Philippines,FME Alternative,Yes,Yes,3P,Yes,No,3P,Yes,FME alternative (Smartbag),Yes,Yes,Yes,No,No,No,Yes,Yes,Partial,Introduce FME disinfectant and WTS Turkey,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,currently not available,No,3P,Yes,Yes,Partial,"Introduce digital, CDS, evaluate Coral"
EMEA WEST,Poland,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Partial,7connect assessment,,yes,Yes,Yes,yes,Yes,No,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,Yes,Yes,Partial,TDMS assessment
EMEA WEST,Portugal,FME Alternative,Yes,Yes,Yes,Yes,Yes,Yes,Yes,YEs,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Partial,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,No
EMEA EAST,Qatar,No,Yes,No,yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Partial,7connect assessment,,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,No,Yes,Partial,No
APAC,Republic of Korea,FME Alternative,Yes,Yes,FME alternative,Yes,FME alternative,3P,Yes,3P,No,No,No,No,No,No,Yes,Yes,Partial,Evaluate FME product instead of 3P for Acid,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,currently not available,Yes,3P,Yes,Yes,Partial,Introduce TG
EMEA EAST,Republic of Moldova,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,No,Yes,Partial,No
EMEA EAST,Romania,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Partial,No,,yes,Yes,No,yes,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,Yes,Yes,Partial,No
EMEA EAST,Russian Federation,Yes,Yes,Yes,yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,currently not available,No,Yes,Yes,Yes,Partial,No
EMEA EAST,Rwanda,FME Alternative,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,Yes,Yes,Partial,No
EMEA EAST,Saudi Arabia,Yes,Yes,Yes,yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Partial,7connect assessment,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,CorAL launch
EMEA EAST,Senegal,Yes,Yes,FME alternative,yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,No,No,Partial,No
EMEA EAST,Serbia,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Partial,7connect assessment,,yes,Yes,Yes,yes,Yes,No,Yes,Yes,Yes,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,TDMS assessment
EMEA EAST,Seychelles,FME Alternative,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,Yes,Yes,Partial,No
APAC,Singapore,FME Alternative,Yes,Yes,FME alternative,Yes,FME alternative,Yes,Yes,FME alternative (Smartbag),No,No,No,No,No,No,Yes,Yes,Partial,,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,Introduce Coral
EMEA WEST,Slovakia,Yes,yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Partial,7connect assessment,,yes,yes,No,yes,Yes,No,Yes,Yes,Yes,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,CorAL assessment
EMEA EAST,Slovenia,No,Yes,FME alternative,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Partial,7connect assessment,,no,Yes,Yes,no,Yes,Yes,Yes,Yes,Yes,No,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,No
EMEA EAST,South Africa,FME Alternative,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,No
EMEA WEST,Spain,FME Alternative,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Partial,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,No
APAC,Sri Lanka,FME Alternative,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,Partial,No,,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,currently not available,No,No,No,No,Partial,No
EMEA EAST,Sudan,Yes,Yes,No,yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Yes,Partial,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,No,Yes,Partial,No
EMEA WEST,Sweden,No,Yes,FME alternative,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Partial,7connect assessment,,no,Yes,Yes,no,Yes,Yes,Yes,Yes,Yes,No,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,No
DACH,Switzerland,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Partial,No,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,No
EMEA EAST,Syrian Arab Republic,Yes,Yes,Yes,yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,Partial,No,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,No,Yes,Partial,No
APAC,Taiwan Province of China,FME Alternative,Yes,Yes,FME alternative,Yes,No,Yes,Yes,3P,No,No,No,No,No,No,Yes,Yes,Partial,Intorduce Turkey RO,,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,currently not available,Yes,Yes,Yes,Yes,Partial,Introduce digital & TG
EMEA EAST,Tajikistan,Yes,Yes,No,yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,currently not available,No,Yes,No,No,Partial,No
APAC,Thailand,FME Alternative,Yes,Yes,FME alternative,Yes,FME alternative,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Partial,Introduce 3P for Acid,,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,currently not available,No,Yes,Yes,Yes,Partial,"Introduce TG, CDS"
EMEA EAST,Togo,Yes,Yes,FME alternative,yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,No,No,Partial,No
LATAM,Trinidad and Tobago,FME Alternative,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Partial,No,,Yes,No,FME Alternative,Yes,No,No,Yes,No,No,No,No,No,currently not available,No,No,No,No,Partial,No
EMEA EAST,Tunisia,Yes,No,FME alternative,yes,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,Partial,No,,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,currently not available,No,No,No,No,Partial,No
EMEA EAST,Turkiye,Yes,Yes,Yes,yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Partial,7connect assessment,,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,Yes,Yes,Partial,No
EMEA EAST,Turkmenistan,Yes,Yes,No,yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,currently not available,No,Yes,No,No,Partial,No
EMEA EAST,Uganda,FME Alternative,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,Yes,Yes,Partial,No
EMEA EAST,Ukraine,Yes,Yes,FME alternative,yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,Yes,Yes,Partial,CorAL assessment
EMEA EAST,United Arab Emirates,No,Yes,FME alternative,yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,Yes,Partial,7connect assessment,,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,No,Yes,Partial,No
EMEA EAST,United Republic of Tanzania,FME Alternative,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,Yes,Yes,Partial,Yes
LATAM,Uruguay,FME Alternative,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,Yes,No,Yes,No,No,Yes,No,No,currently not available,No,Yes,Yes,Yes,Partial,No
EMEA EAST,Uzbekistan,Yes,Yes,No,yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,currently not available,No,Yes,No,No,Partial,No
LATAM,Venezuela,FME Alternative,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Partial,No,,No,No,FME Alternative,No,No,No,No,No,No,No,No,No,currently not available,No,No,No,No,Partial,No
APAC,Vietnam,FME Alternative,Yes,Yes,FME alternative,Yes,No,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,Partial,Introduce 3P for Acid,,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,currently not available,No,Yes,Yes,Yes,Partial,Introduce CDS
EMEA EAST,Yemen,Yes,Yes,No,yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Partial,No,,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,No,Yes,Partial,No
EMEA EAST,Zambia,FME Alternative,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,currently not available,No,Yes,Yes,Yes,Partial,No
EMEA EAST,Zimbabwe,FME Alternative,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Partial,No,,Yes,Yes,FME Alternative,Yes,Yes,No,Yes,Yes,Yes,No,No,No,currently not available,No,Yes,Yes,Yes,Partial,No
"United 
States",United States of America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
